,Probability,Predictions,Ground Truths
993,0.63247323,1,1.0
994,0.87467134,1,1.0
995,0.8514189,1,1.0
996,0.5762495,1,1.0
997,0.52594465,1,1.0
998,0.6531936,1,0.0
999,0.61807775,1,1.0
1000,0.5297992,1,0.0
1001,0.5462755,1,0.0
1002,0.54354626,1,1.0
1003,0.6385651,1,0.0
1004,0.5764781,1,1.0
1005,0.12314769,0,0.0
1006,0.5771659,1,0.0
1007,3.662169e-05,0,0.0
1008,0.57503355,1,0.0
1009,0.028323967,0,0.0
1010,0.56822544,1,0.0
1011,0.60654664,1,0.0
1012,0.85652125,1,1.0
1013,0.57641226,1,1.0
1014,0.5756906,1,1.0
1015,0.5022576,1,1.0
1016,0.043136228,0,0.0
1017,0.49087626,0,0.0
1018,0.82099754,1,1.0
1019,0.55330163,1,0.0
1020,0.5579878,1,0.0
1021,0.5988763,1,1.0
1022,0.2509929,0,0.0
1023,0.5349745,1,1.0
1024,0.7502683,1,1.0
1025,0.58953875,1,1.0
1026,0.53609633,1,0.0
1027,0.54450756,1,0.0
1028,0.62144583,1,0.0
1029,0.71203864,1,0.0
1030,0.5693044,1,0.0
1031,0.48262882,0,1.0
1032,0.076394156,0,0.0
1033,0.57597363,1,1.0
1034,0.5593339,1,0.0
1035,0.62075835,1,0.0
1036,0.60623896,1,1.0
1037,0.5512418,1,0.0
1038,0.56789553,1,1.0
1039,0.61425894,1,1.0
1040,0.5079102,1,1.0
1041,0.54189295,1,1.0
1042,0.9659822,1,1.0
1043,0.03145975,0,0.0
1044,0.5501808,1,1.0
1045,0.634544,1,0.0
1046,0.9799105,1,1.0
1047,0.30524862,0,0.0
1048,0.435987,0,0.0
1049,0.00010135121,0,0.0
1050,0.648764,1,0.0
1051,0.615329,1,1.0
1052,0.008116163,0,0.0
1053,0.6169525,1,0.0
1054,0.94696283,1,1.0
1055,0.59348816,1,0.0
1056,0.55321646,1,1.0
1057,0.8672734,1,1.0
1058,0.022442214,0,0.0
1059,0.8989877,1,1.0
1060,0.553616,1,1.0
1061,0.8245168,1,1.0
1062,0.5413209,1,0.0
1063,0.8959064,1,1.0
1064,0.59309727,1,0.0
1065,0.09698045,0,0.0
1066,0.58896714,1,1.0
1067,0.5626674,1,1.0
1068,0.035427038,0,0.0
1069,0.57638407,1,0.0
1070,0.5169545,1,0.0
1071,0.5593811,1,1.0
1072,0.61079496,1,0.0
1073,0.008652273,0,0.0
1074,0.56503403,1,1.0
1075,0.56836927,1,0.0
1076,0.59268194,1,0.0
1077,0.5882623,1,1.0
1078,0.024785379,0,0.0
1079,0.20277523,0,1.0
1080,0.58693403,1,1.0
1081,0.30328295,0,1.0
1082,0.6697494,1,0.0
1083,0.96889395,1,1.0
1084,0.5814377,1,1.0
1085,0.57563865,1,1.0
1086,0.5648617,1,0.0
1087,0.9490576,1,1.0
1088,0.5783459,1,1.0
1089,0.47746655,0,0.0
1090,0.5862457,1,1.0
1091,0.024910152,0,0.0
1092,0.4798119,0,1.0
1093,0.3117118,0,0.0
1094,0.0013465803,0,0.0
1095,0.5543823,1,1.0
1096,0.889002,1,0.0
1097,0.6248701,1,1.0
1098,0.09149605,0,0.0
1099,0.5849914,1,0.0
1100,0.51827705,1,1.0
1101,0.8493897,1,1.0
1102,0.6408293,1,0.0
1103,0.053528193,0,0.0
1104,0.83267826,1,1.0
1105,0.002138424,0,0.0
1106,0.5419997,1,0.0
1107,0.07272459,0,0.0
1108,0.35556218,0,1.0
1109,0.6253775,1,0.0
1110,0.52795863,1,0.0
1111,0.45900187,0,1.0
1112,0.6389898,1,1.0
1113,0.6177569,1,0.0
1114,0.8300808,1,1.0
1115,0.42876655,0,0.0
1116,0.0023575276,0,0.0
1117,0.59769964,1,1.0
1118,0.56915355,1,1.0
1119,0.8616781,1,1.0
1120,0.52230644,1,0.0
1121,0.3831561,0,1.0
1122,0.6421724,1,1.0
1123,0.2283449,0,0.0
1124,0.002498687,0,0.0
1125,0.45938993,0,0.0
1126,0.5911321,1,1.0
1127,0.049481563,0,0.0
1128,0.55448544,1,1.0
1129,0.7009361,1,1.0
1130,1.9709998e-06,0,0.0
1131,0.6316816,1,1.0
1132,0.5539278,1,0.0
1133,0.4894817,0,0.0
1134,0.4915008,0,0.0
1135,0.10358996,0,0.0
1136,0.5910211,1,1.0
1137,0.5888446,1,0.0
1138,0.0009888088,0,0.0
1139,0.0049866,0,0.0
1140,0.54729784,1,1.0
1141,0.8045559,1,1.0
1142,0.6343017,1,1.0
1143,0.52221626,1,1.0
1144,0.5774388,1,1.0
1145,0.53067744,1,0.0
1146,0.66038686,1,1.0
1147,0.21342947,0,0.0
1148,0.5515463,1,1.0
1149,0.5386618,1,1.0
1150,0.61229765,1,1.0
1151,0.6104461,1,1.0
1152,0.38548532,0,1.0
1153,0.5712012,1,0.0
1154,0.54025084,1,1.0
1155,0.5093826,1,1.0
1156,0.83176255,1,1.0
1157,0.010309415,0,0.0
1158,0.95906675,1,1.0
1159,0.55989933,1,0.0
1160,0.54369754,1,0.0
1161,0.0067262985,0,0.0
1162,0.7673755,1,1.0
1163,0.5449113,1,1.0
1164,0.6702417,1,1.0
1165,0.7588793,1,1.0
1166,0.55983275,1,0.0
1167,0.008684774,0,0.0
1168,0.59710073,1,0.0
1169,0.6096974,1,0.0
1170,0.47353327,0,1.0
1171,0.009122749,0,0.0
1172,0.13535109,0,1.0
1173,0.6485103,1,0.0
1174,0.84035563,1,1.0
1175,0.5694933,1,1.0
1176,0.53150994,1,0.0
1177,0.5656844,1,0.0
1178,0.118893504,0,1.0
1179,0.5506764,1,0.0
1180,0.045725703,0,0.0
1181,0.6028979,1,0.0
1182,0.54433006,1,0.0
1183,0.63865834,1,1.0
1184,0.62333083,1,1.0
1185,0.9876051,1,1.0
1186,0.54246694,1,1.0
1187,0.019609991,0,0.0
1188,0.022841599,0,0.0
1189,0.5801282,1,0.0
1190,0.8381673,1,1.0
1191,0.0020172698,0,0.0
1192,0.5558118,1,1.0
1193,0.8950411,1,1.0
1194,0.51534796,1,1.0
1195,0.486745,0,1.0
1196,0.57941765,1,1.0
1197,0.58269686,1,1.0
1198,0.013571301,0,0.0
1199,0.5097409,1,1.0
1200,0.5383929,1,1.0
1201,0.8590876,1,1.0
1202,0.44497892,0,0.0
1203,0.605926,1,1.0
1204,0.013466743,0,0.0
1205,0.009369228,0,0.0
1206,0.17171462,0,0.0
1207,0.60621876,1,1.0
1208,0.5519224,1,0.0
1209,0.035534836,0,0.0
1210,0.5712198,1,1.0
1211,0.0039538504,0,0.0
1212,0.557775,1,1.0
1213,0.0020805616,0,0.0
1214,0.45053396,0,1.0
1215,0.5312481,1,1.0
1216,0.83560306,1,1.0
1217,0.56977165,1,0.0
1218,0.39771742,0,0.0
1219,0.022626722,0,0.0
1220,0.0454762,0,0.0
1221,0.59048194,1,0.0
1222,0.5860039,1,1.0
1223,0.018229201,0,0.0
1224,0.40690032,0,1.0
1225,0.002427034,0,0.0
1226,0.47885036,0,0.0
1227,0.010798158,0,0.0
1228,0.027241213,0,0.0
1229,0.54851156,1,1.0
1230,0.015679104,0,0.0
1231,0.044294562,0,0.0
1232,0.9642312,1,1.0
1233,0.75131655,1,1.0
1234,0.0772346,0,0.0
1235,0.57383406,1,0.0
1236,0.53252953,1,0.0
1237,0.6522883,1,1.0
1238,0.5956729,1,1.0
1239,0.5705576,1,0.0
1240,0.5412656,1,1.0
1241,0.9714508,1,1.0
1242,0.80037916,1,0.0
1243,0.55759186,1,1.0
1244,0.55886984,1,0.0
1245,0.78116584,1,1.0
1246,0.016381735,0,0.0
1247,0.5620349,1,1.0
1248,0.51482654,1,1.0
1249,0.5633209,1,1.0
1250,0.63794315,1,1.0
1251,0.59797776,1,1.0
1252,0.117937215,0,0.0
1253,0.0047689104,0,0.0
1254,0.0054407245,0,0.0
1255,0.59805757,1,1.0
1256,0.574944,1,0.0
1257,0.5853218,1,0.0
1258,0.5894392,1,0.0
1259,0.8972197,1,1.0
1260,0.4765909,0,0.0
1261,0.06960956,0,0.0
1262,0.5879113,1,1.0
1263,0.5518012,1,1.0
1264,0.8304731,1,1.0
1265,0.42031053,0,0.0
1266,0.67733663,1,1.0
1267,0.54447496,1,1.0
1268,0.0059668072,0,0.0
1269,0.015239243,0,0.0
1270,0.6698311,1,0.0
1271,0.392784,0,0.0
1272,0.81244165,1,1.0
1273,0.5446266,1,0.0
1274,0.60259736,1,1.0
1275,0.35337803,0,1.0
1276,0.5028732,1,0.0
1277,0.5577121,1,1.0
1278,0.095573105,0,0.0
1279,0.0016943845,0,0.0
1280,0.85789436,1,1.0
1281,0.62068564,1,1.0
1282,0.8185935,1,1.0
1283,0.5362399,1,1.0
1284,0.57375515,1,0.0
1285,0.60042226,1,1.0
1286,0.5771951,1,0.0
1287,0.535555,1,1.0
1288,0.012896202,0,0.0
1289,0.15449907,0,1.0
1290,0.80928564,1,1.0
1291,0.5757254,1,1.0
1292,0.8651134,1,1.0
1293,0.008537059,0,0.0
1294,0.5986475,1,0.0
1295,0.71102965,1,1.0
1296,0.63975656,1,1.0
1297,0.35383743,0,1.0
1298,0.6470029,1,1.0
1299,0.0032182767,0,0.0
1300,0.41244364,0,0.0
1301,0.029960228,0,0.0
1302,0.048310842,0,0.0
1303,0.6919431,1,0.0
1304,0.001875225,0,0.0
1305,0.5121301,1,1.0
1306,0.53780967,1,1.0
1307,0.0059530893,0,0.0
1308,0.5277323,1,1.0
1309,0.55123293,1,1.0
1310,0.6040969,1,0.0
1311,0.539693,1,0.0
1312,0.60666186,1,1.0
1313,0.8290907,1,1.0
1314,0.4504309,0,1.0
1315,0.47777146,0,1.0
1316,7.999091e-06,0,0.0
1317,0.38311234,0,1.0
1318,0.13050349,0,0.0
1319,0.51194686,1,1.0
1320,0.0016731803,0,0.0
1321,0.7246918,1,0.0
1322,0.5596063,1,0.0
1323,3.4369783e-05,0,0.0
1324,0.5829884,1,1.0
1325,0.06611388,0,0.0
1326,0.5778557,1,1.0
1327,0.5314472,1,1.0
1328,0.034000576,0,0.0
1329,0.8405103,1,1.0
1330,0.004992149,0,0.0
1331,0.56987506,1,1.0
1332,0.53820324,1,1.0
1333,0.43971443,0,0.0
1334,0.5696687,1,1.0
1335,0.58271444,1,0.0
1336,0.51160216,1,1.0
1337,0.268152,0,0.0
1338,0.6147057,1,1.0
1339,0.0042145834,0,0.0
1340,0.593323,1,1.0
1341,0.0012409963,0,0.0
1342,0.519974,1,1.0
1343,0.0262628,0,0.0
1344,0.5746313,1,0.0
1345,0.0061965687,0,0.0
1346,0.70852596,1,1.0
1347,0.59602004,1,1.0
1348,0.8318238,1,1.0
1349,0.09845245,0,0.0
1350,0.6421296,1,1.0
1351,0.57298917,1,1.0
1352,0.8100593,1,1.0
1353,0.9271629,1,1.0
1354,0.53789884,1,0.0
1355,0.19890933,0,1.0
1356,0.017502291,0,0.0
1357,0.59231263,1,0.0
1358,0.5866396,1,1.0
1359,0.46530733,0,0.0
1360,0.0491422,0,0.0
1361,0.5412846,1,1.0
1362,0.5861067,1,1.0
1363,0.54608476,1,1.0
1364,0.59440786,1,1.0
1365,0.08036603,0,0.0
1366,0.6025993,1,1.0
1367,0.014128489,0,0.0
1368,0.55112946,1,0.0
1369,0.2451925,0,0.0
1370,0.5530579,1,1.0
1371,0.5535399,1,1.0
1372,0.62862307,1,1.0
1373,0.17299765,0,0.0
1374,0.5645886,1,1.0
1375,0.06358267,0,0.0
1376,0.8353386,1,1.0
1377,0.48745912,0,1.0
1378,0.5641658,1,1.0
1379,0.598519,1,1.0
1380,0.5391731,1,0.0
1381,0.12812203,0,0.0
1382,0.6053505,1,0.0
1383,0.0047043473,0,0.0
1384,0.97759306,1,1.0
1385,0.4998524,0,1.0
1386,0.85119754,1,1.0
1387,0.48098686,0,0.0
1388,0.011413931,0,0.0
1389,0.492722,0,1.0
1390,0.5592488,1,0.0
1391,0.8494066,1,1.0
1392,0.022537736,0,0.0
1393,0.5273509,1,1.0
1394,0.57342917,1,1.0
1395,0.015451607,0,0.0
1396,0.5942322,1,0.0
1397,0.5544917,1,0.0
1398,0.053872574,0,0.0
1399,0.5566676,1,1.0
1400,0.5428769,1,0.0
1401,0.5512766,1,1.0
1402,0.8111394,1,1.0
1403,0.09281082,0,0.0
1404,0.5542237,1,1.0
1405,0.62063456,1,0.0
1406,0.55278206,1,0.0
1407,0.700177,1,1.0
1408,0.57144797,1,0.0
1409,0.7690103,1,1.0
1410,0.6152072,1,1.0
1411,0.62904114,1,1.0
1412,0.8511294,1,1.0
1413,0.5438389,1,1.0
1414,0.53724796,1,1.0
1415,0.64942974,1,1.0
1416,0.60889125,1,1.0
1417,0.5659128,1,1.0
1418,0.25317463,0,1.0
1419,0.0043265736,0,0.0
1420,0.08009777,0,0.0
1421,0.041032225,0,0.0
1422,0.012210887,0,0.0
1423,0.57827705,1,0.0
1424,0.055669643,0,0.0
1425,0.37275746,0,1.0
1426,0.53468204,1,1.0
1427,0.54418296,1,1.0
1428,0.97464967,1,1.0
1429,0.59001046,1,0.0
1430,0.03735638,0,0.0
1431,0.85580796,1,1.0
1432,0.011488512,0,0.0
1433,0.025688842,0,0.0
1434,0.6222326,1,1.0
1435,0.60594594,1,1.0
1436,0.57107216,1,1.0
1437,0.40823615,0,1.0
1438,0.5055402,1,0.0
1439,0.020400386,0,0.0
1440,0.8938297,1,1.0
1441,0.5396419,1,1.0
1442,0.5972128,1,1.0
1443,0.51043946,1,1.0
1444,0.54072684,1,1.0
1445,0.5903834,1,0.0
1446,0.81918526,1,1.0
1447,0.613583,1,1.0
1448,0.2914797,0,1.0
1449,0.032866046,0,0.0
1450,0.09522946,0,0.0
1451,0.513012,1,1.0
1452,1.47975015e-05,0,0.0
1453,0.0551834,0,0.0
1454,0.24060178,0,0.0
1455,0.61016774,1,0.0
1456,0.0048401747,0,0.0
1457,0.57841265,1,0.0
1458,0.0024423816,0,0.0
1459,0.51096654,1,1.0
1460,0.8736587,1,1.0
1461,0.31711057,0,1.0
1462,0.5895423,1,1.0
1463,0.73111457,1,1.0
1464,0.57173437,1,0.0
1465,0.56636214,1,1.0
1466,0.042403035,0,0.0
1467,0.57847625,1,1.0
1468,0.0145138195,0,0.0
1469,0.013350713,0,0.0
1470,0.53047556,1,0.0
1471,0.5289129,1,1.0
1472,0.59077215,1,1.0
1473,0.9609121,1,1.0
1474,0.9240616,1,1.0
1475,0.7689829,1,0.0
1476,0.5243853,1,1.0
1477,0.8226897,1,1.0
1478,0.045078352,0,0.0
1479,0.43686107,0,1.0
1480,0.60335815,1,1.0
1481,0.65203744,1,0.0
1482,0.5901247,1,1.0
1483,0.012114348,0,0.0
1484,0.55100703,1,1.0
1485,0.5391255,1,1.0
1486,0.5673815,1,1.0
1487,0.539024,1,1.0
1488,0.5773196,1,0.0
1489,0.5646132,1,0.0
1490,0.57637984,1,0.0
1491,0.8425286,1,0.0
1492,0.8487239,1,1.0
1493,0.8829463,1,1.0
1494,0.6352777,1,0.0
1495,0.87311023,1,0.0
1496,0.0066701034,0,0.0
1497,0.6062534,1,1.0
1498,0.5900412,1,1.0
1499,0.5078623,1,1.0
1500,0.60807246,1,1.0
1501,0.027111543,0,0.0
1502,0.4704662,0,1.0
1503,0.509081,1,0.0
1504,0.5627472,1,0.0
1505,0.84627146,1,1.0
1506,0.5988935,1,0.0
1507,0.48399282,0,1.0
1508,0.52749705,1,1.0
1509,0.6024141,1,1.0
1510,0.012003035,0,0.0
1511,0.5884152,1,1.0
1512,0.5416752,1,0.0
1513,2.0316681e-06,0,0.0
1514,0.002630588,0,0.0
1515,0.94810474,1,1.0
1516,0.9236676,1,1.0
1517,0.88612616,1,1.0
1518,0.54747665,1,0.0
1519,0.56832165,1,0.0
1520,5.3563355e-05,0,0.0
1521,0.54762036,1,0.0
1522,0.5512664,1,1.0
1523,0.54697275,1,0.0
1524,0.99148387,1,1.0
1525,0.562043,1,1.0
1526,0.58071065,1,1.0
1527,0.4773299,0,0.0
1528,0.6136043,1,0.0
1529,0.0016267365,0,0.0
1530,0.03640741,0,0.0
1531,0.57316303,1,1.0
1532,0.8424081,1,1.0
1533,0.59808946,1,0.0
1534,0.49930537,0,1.0
1535,0.55909055,1,1.0
1536,6.261644e-05,0,0.0
1537,0.6319147,1,1.0
1538,0.8925558,1,1.0
1539,0.8157296,1,1.0
1540,0.76243776,1,1.0
1541,0.46190363,0,1.0
1542,0.55140066,1,1.0
1543,0.0026184032,0,0.0
1544,0.5004208,1,1.0
1545,0.005072557,0,0.0
1546,0.015015234,0,0.0
1547,0.58985066,1,1.0
1548,0.7021921,1,0.0
1549,0.35403413,0,0.0
1550,0.4596288,0,1.0
1551,0.54815793,1,0.0
1552,0.036785174,0,0.0
1553,0.60157144,1,1.0
1554,0.0004846883,0,0.0
1555,0.5785934,1,0.0
1556,0.57884806,1,0.0
1557,0.5273459,1,1.0
1558,0.5570284,1,1.0
1559,0.47887683,0,0.0
1560,0.43739054,0,0.0
1561,0.66350293,1,0.0
1562,0.47341835,0,1.0
1563,0.5226306,1,0.0
1564,0.5106544,1,1.0
1565,0.6659812,1,0.0
1566,0.60135823,1,1.0
1567,0.5902839,1,0.0
1568,0.5698529,1,0.0
1569,0.5739175,1,1.0
1570,0.5603752,1,1.0
1571,0.5607676,1,1.0
1572,0.0031335533,0,0.0
1573,0.0027556655,0,0.0
1574,0.0031958444,0,0.0
1575,0.573065,1,0.0
1576,0.83669466,1,1.0
1577,0.6185521,1,1.0
1578,1.0814538e-05,0,0.0
1579,0.5572418,1,1.0
1580,0.01495118,0,0.0
1581,0.61474633,1,1.0
1582,0.48680872,0,1.0
1583,0.51196414,1,1.0
1584,0.85312057,1,1.0
1585,0.80451024,1,1.0
1586,0.02887496,0,0.0
1587,0.56240416,1,1.0
1588,0.8600644,1,1.0
1589,0.56486833,1,0.0
1590,0.6137008,1,0.0
1591,0.5643633,1,1.0
1592,0.88497686,1,1.0
1593,0.5675967,1,0.0
1594,0.58147055,1,1.0
1595,0.4361057,0,0.0
1596,0.9654485,1,1.0
1597,0.95872754,1,1.0
1598,0.62191504,1,1.0
1599,0.5249987,1,0.0
1600,0.9870559,1,1.0
1601,0.9697492,1,1.0
1602,0.025073994,0,0.0
1603,0.8826598,1,1.0
1604,0.06798733,0,0.0
1605,0.5319612,1,1.0
1606,0.8875539,1,1.0
1607,0.5746213,1,1.0
1608,0.5184405,1,0.0
1609,6.311576e-05,0,0.0
1610,0.61719286,1,0.0
1611,0.63608086,1,0.0
1612,0.7950719,1,1.0
1613,0.59383094,1,0.0
1614,0.005381264,0,0.0
1615,0.54795384,1,1.0
1616,0.8222575,1,1.0
1617,0.5580992,1,1.0
1618,0.016112456,0,0.0
1619,0.21730173,0,0.0
1620,0.8249764,1,1.0
1621,0.64184624,1,0.0
1622,0.53082025,1,1.0
1623,0.6278381,1,0.0
1624,0.006262681,0,0.0
1625,0.0045703356,0,0.0
1626,0.62575704,1,1.0
1627,1.3825776e-05,0,0.0
1628,0.75963765,1,1.0
1629,0.5271045,1,0.0
1630,0.5287957,1,1.0
1631,0.8018571,1,1.0
1632,0.8100695,1,1.0
1633,0.87119937,1,1.0
1634,0.013131333,0,0.0
1635,0.5512175,1,1.0
1636,0.63109,1,1.0
1637,0.56448394,1,1.0
1638,0.5224834,1,1.0
1639,0.3412346,0,0.0
1640,0.45327798,0,1.0
1641,0.5945216,1,1.0
1642,0.5699001,1,0.0
1643,0.62557274,1,0.0
1644,0.1974232,0,0.0
1645,0.46397665,0,0.0
1646,0.0184808,0,0.0
1647,0.5633386,1,1.0
1648,2.718266e-05,0,0.0
1649,0.5521658,1,1.0
1650,0.08949137,0,0.0
1651,0.60888124,1,1.0
1652,0.64740634,1,0.0
1653,0.5988396,1,1.0
1654,0.6804491,1,0.0
1655,0.52178824,1,0.0
1656,0.5190605,1,0.0
1657,0.46237117,0,0.0
1658,0.45895007,0,1.0
1659,0.53312504,1,0.0
1660,0.04267652,0,0.0
1661,0.00036282986,0,0.0
1662,0.007838949,0,0.0
1663,0.5249832,1,1.0
1664,0.56115633,1,1.0
1665,0.63826275,1,1.0
1666,0.24820475,0,0.0
1667,0.3823531,0,1.0
1668,0.67398465,1,1.0
1669,0.52683663,1,1.0
1670,0.008753275,0,0.0
1671,0.4973488,0,1.0
1672,0.5947325,1,1.0
1673,0.5488623,1,1.0
1674,0.5417726,1,1.0
1675,0.8734762,1,1.0
1676,0.03330401,0,0.0
1677,0.010454948,0,0.0
1678,0.55905414,1,0.0
1679,0.5468111,1,1.0
1680,0.7634384,1,0.0
1681,0.53921413,1,1.0
1682,0.87138724,1,1.0
1683,0.6098506,1,0.0
1684,0.0062787267,0,0.0
1685,0.51315874,1,1.0
1686,0.17184493,0,0.0
1687,0.56229264,1,0.0
1688,0.8969083,1,1.0
1689,0.61611074,1,1.0
1690,0.58107644,1,0.0
1691,0.5708589,1,1.0
1692,0.97545063,1,1.0
1693,0.5805791,1,0.0
1694,0.5869273,1,0.0
1695,0.6391756,1,1.0
1696,0.50302696,1,1.0
1697,0.6754686,1,1.0
1698,0.5663024,1,0.0
1699,0.6586518,1,1.0
1700,0.58479184,1,1.0
1701,0.5177691,1,1.0
1702,0.61455643,1,1.0
1703,0.57571685,1,0.0
1704,0.54697144,1,1.0
1705,0.6331861,1,1.0
1706,0.09034317,0,0.0
1707,3.6523892e-05,0,0.0
1708,0.5152945,1,0.0
1709,0.5970457,1,0.0
1710,0.4830825,0,1.0
1711,0.13929193,0,0.0
1712,0.50886995,1,0.0
1713,0.5939042,1,1.0
1714,0.012771393,0,0.0
1715,0.057695106,0,0.0
1716,0.887854,1,1.0
1717,0.59115994,1,0.0
1718,0.57683295,1,1.0
1719,0.5798871,1,1.0
1720,0.54918,1,0.0
1721,0.8361022,1,1.0
1722,0.5414245,1,1.0
1723,0.55534035,1,0.0
1724,0.57242066,1,0.0
1725,0.9612936,1,1.0
1726,0.6783997,1,1.0
1727,0.5567761,1,1.0
1728,0.04527214,0,0.0
1729,0.5517103,1,1.0
1730,0.0036670205,0,0.0
1731,0.06172148,0,0.0
1732,0.13478589,0,0.0
1733,0.5667317,1,1.0
1734,0.044239167,0,0.0
1735,0.5541848,1,1.0
1736,0.55840915,1,1.0
1737,0.005636288,0,0.0
1738,0.9750754,1,1.0
1739,0.5943777,1,1.0
1740,0.8599448,1,1.0
1741,0.8705767,1,1.0
1742,0.00090430107,0,0.0
1743,0.029051712,0,0.0
1744,0.012990057,0,0.0
1745,0.010771573,0,0.0
1746,0.5836273,1,1.0
1747,0.0201108,0,0.0
1748,0.7539132,1,1.0
1749,0.7685286,1,1.0
1750,0.54803836,1,0.0
1751,0.8282205,1,1.0
1752,0.0071176533,0,0.0
1753,0.4923166,0,0.0
1754,0.5875492,1,0.0
1755,0.012932009,0,0.0
1756,0.5711429,1,1.0
1757,0.55662143,1,1.0
1758,0.63173985,1,0.0
1759,0.8081557,1,1.0
1760,0.53153133,1,1.0
1761,0.491639,0,1.0
1762,0.5864437,1,1.0
1763,0.58694774,1,1.0
1764,0.5165997,1,1.0
1765,0.0041545094,0,0.0
1766,0.563201,1,0.0
1767,0.5338035,1,0.0
1768,0.57509685,1,0.0
1769,0.024722373,0,0.0
1770,0.6106706,1,0.0
1771,0.5642614,1,0.0
1772,0.891749,1,1.0
1773,0.007413214,0,0.0
1774,0.5334953,1,1.0
1775,0.5648606,1,1.0
1776,0.582189,1,1.0
1777,0.5629494,1,1.0
1778,0.0028142652,0,1.0
1779,0.5471817,1,0.0
1780,0.028252475,0,0.0
1781,0.61617094,1,0.0
1782,0.6520492,1,0.0
1783,0.6179724,1,0.0
1784,0.49528977,0,1.0
1785,0.97917914,1,1.0
1786,0.5408727,1,0.0
1787,0.4527236,0,0.0
1788,0.56785214,1,0.0
1789,0.55680174,1,1.0
1790,0.545599,1,1.0
1791,0.8585531,1,0.0
1792,0.028447583,0,0.0
1793,0.84262305,1,1.0
1794,0.5420034,1,0.0
1795,0.032743797,0,0.0
1796,0.47786453,0,0.0
1797,0.009590787,0,0.0
1798,0.581645,1,0.0
1799,0.5910177,1,1.0
1800,0.5909324,1,0.0
1801,0.5538053,1,1.0
1802,0.011635867,0,0.0
1803,0.46869293,0,1.0
1804,0.58984035,1,1.0
1805,0.8284567,1,1.0
1806,0.81975526,1,1.0
1807,0.53424084,1,0.0
1808,0.77653795,1,1.0
1809,0.6266063,1,1.0
1810,0.9624981,1,1.0
1811,0.55075985,1,1.0
1812,0.5338462,1,1.0
1813,0.63995486,1,0.0
1814,0.0123394765,0,0.0
1815,0.65812105,1,1.0
1816,0.0018763863,0,0.0
1817,0.4818009,0,0.0
1818,0.0319408,0,0.0
1819,0.0009193583,0,0.0
1820,0.78555316,1,1.0
1821,0.65665257,1,1.0
1822,0.4876076,0,1.0
1823,0.5406648,1,1.0
1824,0.7815336,1,1.0
1825,0.6174461,1,0.0
1826,0.5506067,1,0.0
1827,0.8672043,1,1.0
1828,0.56544954,1,0.0
1829,0.0030492845,0,0.0
1830,0.5147473,1,1.0
1831,0.53314847,1,1.0
1832,0.5439254,1,0.0
1833,0.045665313,0,0.0
1834,0.59787595,1,0.0
1835,0.23158103,0,1.0
1836,0.6090819,1,0.0
1837,0.60398495,1,1.0
1838,0.48912367,0,1.0
1839,0.56348956,1,1.0
1840,0.025196105,0,0.0
1841,0.514481,1,1.0
1842,0.0037401274,0,0.0
1843,0.51504946,1,0.0
1844,0.5576216,1,1.0
1845,0.041959696,0,0.0
1846,0.089108154,0,0.0
1847,0.0032040607,0,0.0
1848,0.07953281,0,0.0
1849,0.8309605,1,1.0
1850,0.87227505,1,1.0
1851,0.53270763,1,0.0
1852,0.521626,1,1.0
1853,0.3371793,0,0.0
1854,0.5361027,1,1.0
1855,0.54835796,1,1.0
1856,0.010423757,0,0.0
1857,0.056904256,0,0.0
1858,0.576269,1,0.0
1859,0.48251033,0,0.0
1860,0.0021851768,0,0.0
1861,0.5788772,1,1.0
1862,0.5690949,1,1.0
1863,0.6266109,1,1.0
1864,0.5023528,1,0.0
1865,0.6509631,1,1.0
1866,0.6264519,1,0.0
1867,0.60339487,1,1.0
1868,0.42015794,0,0.0
1869,0.68013144,1,1.0
1870,0.6649636,1,0.0
1871,0.54510117,1,1.0
1872,0.5566077,1,1.0
1873,0.5759468,1,0.0
1874,0.0026984853,0,0.0
1875,0.527677,1,1.0
1876,0.014365682,0,0.0
1877,0.5459463,1,1.0
1878,0.8163116,1,0.0
1879,0.010592515,0,0.0
1880,0.5399547,1,0.0
1881,0.52137005,1,1.0
1882,0.60365474,1,1.0
1883,0.9295959,1,1.0
1884,0.61355513,1,0.0
1885,0.87154865,1,0.0
1886,0.8357575,1,1.0
1887,0.5666137,1,0.0
1888,0.53892165,1,1.0
1889,0.49625212,0,1.0
1890,0.5202202,1,1.0
1891,0.54589885,1,1.0
1892,0.5752434,1,0.0
1893,0.81744367,1,0.0
1894,0.8676211,1,0.0
1895,0.5769075,1,1.0
1896,0.0031441792,0,0.0
1897,0.07855358,0,0.0
1898,0.42167553,0,0.0
1899,0.59056365,1,1.0
1900,0.059841305,0,0.0
1901,0.28556362,0,1.0
1902,0.002212801,0,0.0
1903,0.0012528795,0,0.0
1904,0.032700777,0,0.0
1905,0.0144426115,0,0.0
1906,0.60799825,1,0.0
1907,0.53519166,1,1.0
1908,0.5898736,1,1.0
1909,0.26603538,0,1.0
1910,0.5138301,1,1.0
1911,0.092740744,0,0.0
1912,0.5608239,1,1.0
1913,0.58625495,1,0.0
1914,0.5679468,1,1.0
1915,0.65040857,1,1.0
1916,0.560869,1,1.0
1917,0.4746812,0,1.0
1918,0.0027599023,0,0.0
1919,0.81923217,1,1.0
1920,0.059453815,0,0.0
1921,0.6708365,1,0.0
